Index,Zeit[s],Drehzahl[1/min],Generatorspannung[V],Motorspannung[V],Strommessung[A],Temperatur[C]
1532, 0.7655, 363.1325, 0.4676, 0.9022, -0.0824, 19.6306
1533, 0.7660, 359.7255, 0.4822, 0.8720, -0.0783, 19.6310
1534, 0.7665, 358.0220, 0.4822, 0.8583, -0.0722, 19.6314
1535, 0.7670, 355.7506, 0.4871, 0.8119, -0.0600, 19.6314
1536, 0.7675, 352.9114, 0.4358, 0.8006, -0.0560, 19.6315
1537, 0.7680, 350.6401, 0.4407, 0.7748, -0.0397, 19.6315
1538, 0.7685, 347.2331, 0.4261, 0.7958, -0.0519, 19.6315
1539, 0.7690, 344.3939, 0.4358, 0.8197, -0.0560, 19.6311
1540, 0.7695, 338.1477, 0.4358, 0.8588, -0.0621, 19.6311
1541, 0.7700, 338.1477, 0.4261, 0.8710, -0.0722, 19.6305
1542, 0.7705, 337.0120, 0.4261, 0.8773, -0.0722, 19.6306
1543, 0.7710, 339.2833, 0.4334, 0.8637, -0.0661, 19.6305
1544, 0.7715, 339.2833, 0.4310, 0.8637, -0.0661, 19.6309
1545, 0.7720, 339.8512, 0.4310, 0.8563, -0.0600, 19.6307
1546, 0.7725, 340.4190, 0.3650, 0.8378, -0.0499, 19.6311
1547, 0.7730, 340.9868, 0.3577, 0.8041, -0.0376, 19.6310
1548, 0.7735, 342.1225, 0.4041, 0.8217, -0.0417, 19.6314
1549, 0.7740, 339.8512, 0.3992, 0.7997, -0.0499, 19.6310
1550, 0.7745, 341.5547, 0.4017, 0.8168, -0.0641, 19.6316
1551, 0.7750, 341.5547, 0.3992, 0.8383, -0.0661, 19.6322
1552, 0.7755, 339.8512, 0.3943, 0.8353, -0.0743, 19.6320
1553, 0.7760, 341.5547, 0.4041, 0.8353, -0.0743, 19.6327
1554, 0.7765, 339.2833, 0.4139, 0.8304, -0.0702, 19.6331
1555, 0.7770, 339.2833, 0.4163, 0.8534, -0.0682, 19.6335
1556, 0.7775, 338.7155, 0.4285, 0.8383, -0.0661, 19.6332
1557, 0.7780, 338.1477, 0.4114, 0.8563, -0.0600, 19.6332
1558, 0.7785, 337.5798, 0.4041, 0.8539, -0.0580, 19.6328
1559, 0.7790, 337.0120, 0.3943, 0.8353, -0.0478, 19.6331
1560, 0.7795, 335.8763, 0.4065, 0.8241, -0.0437, 19.6337
1561, 0.7800, 335.3085, 0.4163, 0.8217, -0.0417, 19.6337
1562, 0.7805, 333.0371, 0.4139, 0.8099, -0.0478, 19.6337
1563, 0.7810, 332.4693, 0.4139, 0.8637, -0.0661, 19.6340
1564, 0.7815, 330.1979, 0.4261, 0.8773, -0.0722, 19.6344
1565, 0.7820, 329.0622, 0.4334, 0.8749, -0.0702, 19.6344
1566, 0.7825, 327.3587, 0.4407, 0.8461, -0.0621, 19.6348
1567, 0.7830, 325.0874, 0.3699, 0.8246, -0.0600, 19.6348
1568, 0.7835, 323.9517, 0.4505, 0.8309, -0.0600, 19.6350
1569, 0.7840, 322.8160, 0.4163, 0.8285, -0.0580, 19.6349
1570, 0.7845, 320.5447, 0.4017, 0.8539, -0.0580, 19.6346
1571, 0.7850, 317.7055, 0.4285, 0.8353, -0.0478, 19.6346
1572, 0.7855, 316.0020, 0.4163, 0.8285, -0.0580, 19.6344
1573, 0.7860, 314.8663, 0.4212, 0.8402, -0.0519, 19.6336
1574, 0.7865, 311.4593, 0.4163, 0.8197, -0.0560, 19.6332
1575, 0.7870, 309.1879, 0.4139, 0.8466, -0.0519, 19.6337
1576, 0.7875, 306.9166, 0.4114, 0.8011, -0.0458, 19.6341
1577, 0.7880, 301.8060, 0.4065, 0.8490, -0.0539, 19.6344
1578, 0.7885, 300.1025, 0.4139, 0.8427, -0.0539, 19.6349
1579, 0.7890, 300.1025, 0.4114, 0.8402, -0.0519, 19.6350
1580, 0.7895, 300.6703, 0.3724, 0.8441, -0.0499, 19.6351
1581, 0.7900, 301.2382, 0.3699, 0.8026, -0.0417, 19.6356
1582, 0.7905, 302.3738, 0.3650, 0.7914, -0.0376, 19.6359
1583, 0.7910, 302.3738, 0.3724, 0.7963, -0.0417, 19.6360
1584, 0.7915, 302.3738, 0.3675, 0.8055, -0.0600, 19.6355
1585, 0.7920, 302.3738, 0.3626, 0.8280, -0.0682, 19.6349
1586, 0.7925, 301.8060, 0.3602, 0.8534, -0.0682, 19.6347
1587, 0.7930, 302.3738, 0.3553, 0.8700, -0.0661, 19.6346
1588, 0.7935, 301.8060, 0.3602, 0.8588, -0.0621, 19.6346
1589, 0.7940, 302.3738, 0.3724, 0.8334, -0.0621, 19.6351
1590, 0.7945, 302.3738, 0.3748, 0.8427, -0.0539, 19.6350
1591, 0.7950, 302.9417, 0.3748, 0.8075, -0.0458, 19.6354
1592, 0.7955, 301.2382, 0.3650, 0.8241, -0.0437, 19.6350
1593, 0.7960, 301.2382, 0.3602, 0.7889, -0.0356, 19.6350
1594, 0.7965, 301.2382, 0.3577, 0.7850, -0.0376, 19.6347
1595, 0.7970, 299.5347, 0.3553, 0.7845, -0.0478, 19.6344
1596, 0.7975, 298.3990, 0.3626, 0.8124, -0.0499, 19.6343
1597, 0.7980, 297.8311, 0.3602, 0.8475, -0.0580, 19.6341
1598, 0.7985, 296.6955, 0.3528, 0.8427, -0.0539, 19.6343
1599, 0.7990, 296.6955, 0.3626, 0.8309, -0.0600, 19.6341
1600, 0.7995, 294.9920, 0.3748, 0.8563, -0.0600, 19.6344
1601, 0.8000, 294.4241, 0.3895, 0.8539, -0.0580, 19.6348
1602, 0.8005, 292.7206, 0.3821, 0.8515, -0.0560, 19.6352
1603, 0.8010, 292.1528, 0.3968, 0.8011, -0.0458, 19.6352
1604, 0.8015, 289.3136, 0.3870, 0.8265, -0.0458, 19.6354
1605, 0.8020, 289.3136, 0.3968, 0.8241, -0.0437, 19.6357
1606, 0.8025, 287.0422, 0.3846, 0.7992, -0.0336, 19.6357
1607, 0.8030, 284.2030, 0.3943, 0.7762, -0.0356, 19.6357
1608, 0.8035, 283.6352, 0.3846, 0.7699, -0.0356, 19.6357
1609, 0.8040, 281.3638, 0.3748, 0.7772, -0.0417, 19.6357
1610, 0.8045, 281.3638, 0.3821, 0.8051, -0.0437, 19.6352
1611, 0.8050, 278.5246, 0.3797, 0.8221, -0.0580, 19.6348
1612, 0.8055, 277.3890, 0.3772, 0.8148, -0.0519, 19.6348
1613, 0.8060, 275.6855, 0.3724, 0.8124, -0.0499, 19.6350
1614, 0.8065, 272.8463, 0.3821, 0.8124, -0.0499, 19.6350
1615, 0.8070, 272.8463, 0.3797, 0.8305, -0.0437, 19.6350
1616, 0.8075, 270.5749, 0.3431, 0.8099, -0.0478, 19.6348
1617, 0.8080, 268.3036, 0.3479, 0.8075, -0.0458, 19.6347
1618, 0.8085, 267.7357, 0.3504, 0.7821, -0.0458, 19.6345
1619, 0.8090, 266.6000, 0.3333, 0.7684, -0.0397, 19.6344
1620, 0.8095, 267.7357, 0.3406, 0.7660, -0.0376, 19.6340
1621, 0.8100, 268.8714, 0.3260, 0.7899, -0.0417, 19.6343
1622, 0.8105, 270.0071, 0.3333, 0.7660, -0.0376, 19.6349
1623, 0.8110, 270.0071, 0.3333, 0.7772, -0.0417, 19.6348
1624, 0.8115, 270.0071, 0.3113, 0.7772, -0.0417, 19.6347
1625, 0.8120, 270.0071, 0.3186, 0.7845, -0.0478, 19.6343
1626, 0.8125, 269.4392, 0.3211, 0.8060, -0.0499, 19.6339
1627, 0.8130, 269.4392, 0.3211, 0.7933, -0.0499, 19.6339
1628, 0.8135, 270.0071, 0.3211, 0.7909, -0.0478, 19.6339
1629, 0.8140, 270.0071, 0.3284, 0.8060, -0.0499, 19.6340
1630, 0.8145, 268.8714, 0.3064, 0.8036, -0.0478, 19.6339
1631, 0.8150, 268.3036, 0.3016, 0.7963, -0.0417, 19.6339
1632, 0.8155, 269.4392, 0.3040, 0.7880, -0.0295, 19.6342
1633, 0.8160, 268.8714, 0.3138, 0.7733, -0.0173, 19.6347
1634, 0.8165, 270.0071, 0.3016, 0.7577, -0.0254, 19.6348
1635, 0.8170, 268.3036, 0.3113, 0.7787, -0.0376, 19.6348
1636, 0.8175, 267.7357, 0.3162, 0.7596, -0.0376, 19.6347
1637, 0.8180, 267.1679, 0.3235, 0.7748, -0.0397, 19.6344
1638, 0.8185, 265.4644, 0.3186, 0.7987, -0.0437, 19.6338
1639, 0.8190, 265.4644, 0.3235, 0.7963, -0.0417, 19.6336
1640, 0.8195, 263.7608, 0.3333, 0.7963, -0.0417, 19.6334
1641, 0.8200, 263.7608, 0.3553, 0.7801, -0.0336, 19.6336
1642, 0.8205, 263.7608, 0.3528, 0.7914, -0.0376, 19.6339
1643, 0.8210, 263.1930, 0.3455, 0.7899, -0.0417, 19.6335
1644, 0.8215, 262.0573, 0.3406, 0.7660, -0.0376, 19.6331
1645, 0.8220, 259.7860, 0.3504, 0.7738, -0.0336, 19.6327
1646, 0.8225, 259.7860, 0.3406, 0.7601, -0.0275, 19.6321
1647, 0.8230, 258.0825, 0.3479, 0.7767, -0.0254, 19.6317
1648, 0.8235, 256.9468, 0.3455, 0.7713, -0.0315, 19.6313
1649, 0.8240, 256.3790, 0.3333, 0.7660, -0.0376, 19.6309
1650, 0.8245, 254.6754, 0.3260, 0.7845, -0.0478, 19.6303
1651, 0.8250, 254.6754, 0.3333, 0.7909, -0.0478, 19.6303
1652, 0.8255, 251.2684, 0.3235, 0.8148, -0.0519, 19.6299
1653, 0.8260, 250.7006, 0.3309, 0.7860, -0.0437, 19.6293
1654, 0.8265, 248.9971, 0.3309, 0.7796, -0.0437, 19.6289
1655, 0.8270, 248.4292, 0.3382, 0.7684, -0.0397, 19.6284
1656, 0.8275, 247.2935, 0.3333, 0.7801, -0.0336, 19.6276
1657, 0.8280, 244.4544, 0.3284, 0.7499, -0.0295, 19.6272
1658, 0.8285, 243.3187, 0.3211, 0.7411, -0.0275, 19.6268
1659, 0.8290, 241.6152, 0.2967, 0.7601, -0.0275, 19.6268
1660, 0.8295, 240.4795, 0.3064, 0.7601, -0.0275, 19.6268
1661, 0.8300, 238.7760, 0.2942, 0.7616, -0.0234, 19.6268
1662, 0.8305, 236.5046, 0.2869, 0.7616, -0.0234, 19.6267
1663, 0.8310, 235.3689, 0.2771, 0.7411, -0.0275, 19.6270
1664, 0.8315, 234.8011, 0.2771, 0.7489, -0.0234, 19.6268
1665, 0.8320, 235.3689, 0.2723, 0.7425, -0.0234, 19.6275
1666, 0.8325, 234.2333, 0.2698, 0.7499, -0.0295, 19.6283
1667, 0.8330, 236.5046, 0.2600, 0.7547, -0.0336, 19.6287
1668, 0.8335, 237.0725, 0.2649, 0.7611, -0.0336, 19.6291
1669, 0.8340, 235.3689, 0.2747, 0.7777, -0.0315, 19.6289
1670, 0.8345, 237.0725, 0.2771, 0.7640, -0.0254, 19.6288
1671, 0.8350, 237.6403, 0.2771, 0.7831, -0.0254, 19.6284
1672, 0.8355, 237.0725, 0.2893, 0.7767, -0.0254, 19.6280
1673, 0.8360, 237.0725, 0.2869, 0.7528, -0.0214, 19.6280
1674, 0.8365, 237.0725, 0.2723, 0.7489, -0.0234, 19.6283
1675, 0.8370, 236.5046, 0.2747, 0.7298, -0.0234, 19.6283
1676, 0.8375, 235.9368, 0.2771, 0.7162, -0.0173, 19.6283
1677, 0.8380, 235.3689, 0.2771, 0.7225, -0.0173, 19.6283
1678, 0.8385, 235.3689, 0.2820, 0.7298, -0.0234, 19.6286
1679, 0.8390, 235.9368, 0.2820, 0.7440, -0.0193, 19.6295
1680, 0.8395, 235.3689, 0.2869, 0.7816, -0.0295, 19.6295
1681, 0.8400, 234.8011, 0.2918, 0.7767, -0.0254, 19.6292
1682, 0.8405, 234.2333, 0.2820, 0.7792, -0.0275, 19.6295
1683, 0.8410, 232.5297, 0.2893, 0.7650, -0.0315, 19.6297
1684, 0.8415, 231.9619, 0.3040, 0.7689, -0.0295, 19.6294
1685, 0.8420, 230.8262, 0.3064, 0.7801, -0.0336, 19.6290
1686, 0.8425, 230.8262, 0.3040, 0.7626, -0.0295, 19.6290
1687, 0.8430, 230.8262, 0.3235, 0.7665, -0.0275, 19.6290
1688, 0.8435, 229.6906, 0.3211, 0.7679, -0.0234, 19.6288
1689, 0.8440, 229.1227, 0.3064, 0.7718, -0.0214, 19.6288
1690, 0.8445, 227.9870, 0.2918, 0.7264, -0.0153, 19.6294
1691, 0.8450, 227.4192, 0.3016, 0.7367, -0.0132, 19.6298
1692, 0.8455, 226.8514, 0.2991, 0.7430, -0.0132, 19.6298
1693, 0.8460, 225.7157, 0.2942, 0.7455, -0.0153, 19.6294
1694, 0.8465, 225.7157, 0.2918, 0.7806, -0.0234, 19.6297
1695, 0.8470, 224.5800, 0.2869, 0.7743, -0.0234, 19.6298
1696, 0.8475, 222.8765, 0.2845, 0.7792, -0.0275, 19.6298
1697, 0.8480, 222.8765, 0.2869, 0.7713, -0.0315, 19.6294
1698, 0.8485, 222.3087, 0.2674, 0.7674, -0.0336, 19.6288
1699, 0.8490, 220.6051, 0.2625, 0.7499, -0.0295, 19.6287
1700, 0.8495, 217.7660, 0.2625, 0.7806, -0.0234, 19.6289
1701, 0.8500, 217.1981, 0.2576, 0.7782, -0.0214, 19.6289
1702, 0.8505, 217.1981, 0.2552, 0.7948, -0.0193, 19.6289
1703, 0.8510, 216.0624, 0.2625, 0.8676, -0.0112, 19.6283
1704, 0.8515, 214.9268, 0.2527, 0.8612, -0.0112, 19.6280
1705, 0.8520, 213.2232, 0.2429, 0.8652, -0.0092, 19.6277
1706, 0.8525, 212.6554, 0.2503, 0.9340, -0.0031, 19.6277
1707, 0.8530, 210.9519, 0.2381, 0.9238, -0.0051, 19.6277
1708, 0.8535, 210.3841, 0.2283, 0.9516, -0.0071, 19.6277
1709, 0.8540, 208.1127, 0.2356, 1.0039, -0.0031, 19.6276
1710, 0.8545, 207.5449, 0.2332, 1.0190, -0.0051, 19.6280
1711, 0.8550, 205.8414, 0.2234, 1.0039, -0.0031, 19.6280
1712, 0.8555, 204.7057, 0.2307, 1.0063, -0.0051, 19.6276
1713, 0.8560, 203.5700, 0.2356, 0.9975, -0.0031, 19.6276
1714, 0.8565, 202.4343, 0.2356, 1.0063, -0.0051, 19.6276
1715, 0.8570, 200.1630, 0.2332, 1.0190, -0.0051, 19.6280
1716, 0.8575, 200.1630, 0.2381, 1.0000, -0.0051, 19.6284
1717, 0.8580, 198.4595, 0.2429, 1.1070, 0.0010, 19.6290
1718, 0.8585, 198.4595, 0.2527, 1.1031, -0.0010, 19.6295
1719, 0.8590, 197.3238, 0.2576, 1.0982, 0.0031, 19.6297
1720, 0.8595, 197.3238, 0.2600, 1.1910, 0.0051, 19.6297
1721, 0.8600, 196.1881, 0.2723, 1.1719, 0.0051, 19.6294
1722, 0.8605, 199.0273, 0.2747, 1.1886, 0.0071, 19.6286
1723, 0.8610, 199.0273, 0.2674, 1.2599, 0.0112, 19.6279
1724, 0.8615, 198.4595, 0.2649, 1.2599, 0.0112, 19.6276
1725, 0.8620, 197.3238, 0.2674, 1.2584, 0.0071, 19.6276
1726, 0.8625, 197.8916, 0.2552, 1.2696, 0.0031, 19.6278
1727, 0.8630, 197.8916, 0.2698, 1.2457, 0.0071, 19.6283
1728, 0.8635, 198.4595, 0.2698, 1.2902, 0.0071, 19.6288
1729, 0.8640, 196.7559, 0.2552, 1.2726, 0.0112, 19.6288
1730, 0.8645, 196.1881, 0.2625, 1.2599, 0.0112, 19.6287
1731, 0.8650, 195.6203, 0.2674, 1.2609, 0.0051, 19.6287
1732, 0.8655, 196.7559, 0.2600, 1.2545, 0.0051, 19.6285
1733, 0.8660, 195.0524, 0.2625, 1.2506, 0.0031, 19.6285
1734, 0.8665, 195.6203, 0.2625, 1.2633, 0.0031, 19.6285
1735, 0.8670, 195.6203, 0.2503, 1.2569, 0.0031, 19.6288
1736, 0.8675, 194.4846, 0.2454, 1.2623, 0.0092, 19.6285
1737, 0.8680, 195.0524, 0.2381, 1.3551, 0.0112, 19.6285
1738, 0.8685, 194.4846, 0.2429, 1.3590, 0.0132, 19.6281
1739, 0.8690, 193.9167, 0.2332, 1.3478, 0.0173, 19.6276
1740, 0.8695, 192.7811, 0.2332, 1.4255, 0.0214, 19.6276
1741, 0.8700, 192.7811, 0.2283, 1.4421, 0.0234, 19.6279
1742, 0.8705, 193.3489, 0.2234, 1.4421, 0.0234, 19.6282
1743, 0.8710, 192.7811, 0.2283, 1.4397, 0.0254, 19.6284
1744, 0.8715, 192.2132, 0.2112, 1.4509, 0.0214, 19.6281
1745, 0.8720, 191.6454, 0.1966, 1.4543, 0.0132, 19.6275
1746, 0.8725, 190.5097, 0.2063, 1.4519, 0.0153, 19.6270
1747, 0.8730, 190.5097, 0.1892, 1.4470, 0.0193, 19.6268
1748, 0.8735, 188.8062, 0.1941, 1.4543, 0.0132, 19.6261
1749, 0.8740, 189.3740, 0.1990, 1.4646, 0.0153, 19.6257
1750, 0.8745, 187.6705, 0.2039, 1.4612, 0.0234, 19.6254
1751, 0.8750, 187.1027, 0.1966, 1.4612, 0.0234, 19.6251
1752, 0.8755, 186.5349, 0.2039, 1.4612, 0.0234, 19.6254
1753, 0.8760, 186.5349, 0.2014, 1.4323, 0.0315, 19.6254
1754, 0.8765, 185.3992, 0.2063, 1.4450, 0.0315, 19.6251
1755, 0.8770, 185.3992, 0.2014, 1.4465, 0.0356, 19.6251
1756, 0.8775, 183.6957, 0.2136, 1.5442, 0.0336, 19.6246
1757, 0.8780, 183.1278, 0.2234, 1.5291, 0.0356, 19.6240
1758, 0.8785, 182.5600, 0.2283, 1.5418, 0.0356, 19.6240
1759, 0.8790, 181.9921, 0.2307, 1.5506, 0.0336, 19.6241
1760, 0.8795, 181.4243, 0.2136, 1.6336, 0.0437, 19.6248
1761, 0.8800, 180.8565, 0.2307, 1.6458, 0.0336, 19.6253
1762, 0.8805, 180.2886, 0.2307, 1.6556, 0.0254, 19.6256
1763, 0.8810, 178.0173, 0.2259, 1.6453, 0.0234, 19.6259
1764, 0.8815, 177.4494, 0.2307, 1.6341, 0.0275, 19.6257
1765, 0.8820, 176.3138, 0.2332, 1.6517, 0.0234, 19.6254
1766, 0.8825, 175.1781, 0.2332, 1.6556, 0.0254, 19.6252
1767, 0.8830, 174.6103, 0.2234, 1.6746, 0.0254, 19.6261
1768, 0.8835, 173.4746, 0.2332, 1.6483, 0.0315, 19.6268
1769, 0.8840, 172.9067, 0.2283, 1.6517, 0.0234, 19.6272
1770, 0.8845, 172.3389, 0.2356, 1.6434, 0.0356, 19.6270
1771, 0.8850, 171.7711, 0.2405, 1.6414, 0.0478, 19.6266
1772, 0.8855, 170.0675, 0.2552, 1.6312, 0.0458, 19.6268
1773, 0.8860, 170.6354, 0.2332, 1.6473, 0.0376, 19.6268
1774, 0.8865, 169.4997, 0.2381, 1.6336, 0.0437, 19.6271
1775, 0.8870, 168.9319, 0.2283, 1.6356, 0.0580, 19.6274
1776, 0.8875, 166.6605, 0.2161, 1.6502, 0.0458, 19.6270
1777, 0.8880, 166.0927, 0.2112, 1.7572, 0.0519, 19.6268
1778, 0.8885, 165.5248, 0.2161, 1.7557, 0.0478, 19.6264
1779, 0.8890, 165.5248, 0.2161, 1.7484, 0.0539, 19.6257
1780, 0.8895, 163.2535, 0.2136, 1.8466, 0.0621, 19.6249
1781, 0.8900, 160.9821, 0.1990, 1.8466, 0.0621, 19.6244
1782, 0.8905, 160.4143, 0.1966, 1.8276, 0.0621, 19.6241
1783, 0.8910, 159.2786, 0.1941, 1.9409, 0.0682, 19.6238
1784, 0.8915, 158.1429, 0.1819, 1.9555, 0.0560, 19.6238
1785, 0.8920, 159.2786, 0.1770, 1.9697, 0.0600, 19.6238
1786, 0.8925, 158.7108, 0.1843, 1.9609, 0.0621, 19.6240
1787, 0.8930, 159.8465, 0.1721, 1.9360, 0.0722, 19.6240
1788, 0.8935, 159.2786, 0.1746, 1.9575, 0.0702, 19.6241
1789, 0.8940, 159.2786, 0.1648, 1.9658, 0.0580, 19.6245
1790, 0.8945, 159.2786, 0.1673, 1.9507, 0.0600, 19.6249
1791, 0.8950, 158.1429, 0.1721, 1.9194, 0.0702, 19.6249
1792, 0.8955, 158.1429, 0.1697, 1.9365, 0.0560, 19.6250
1793, 0.8960, 158.7108, 0.1721, 1.9121, 0.0763, 19.6250
1794, 0.8965, 158.1429, 0.1746, 1.9336, 0.0743, 19.6250
1795, 0.8970, 157.5751, 0.1697, 1.9287, 0.0783, 19.6247
1796, 0.8975, 158.7108, 0.1966, 2.0747, 0.0519, 19.6247
1797, 0.8980, 158.1429, 0.1795, 2.0865, 0.0580, 19.6250
1798, 0.8985, 157.5751, 0.1941, 2.0645, 0.0763, 19.6247
1799, 0.8990, 158.7108, 0.2014, 2.0718, 0.0702, 19.6247
1800, 0.8995, 158.1429, 0.2014, 2.1725, 0.0763, 19.6245
1801, 0.9000, 158.1429, 0.2088, 2.1725, 0.0763, 19.6249
1802, 0.9005, 157.0073, 0.2161, 2.1827, 0.0783, 19.6248
1803, 0.9010, 157.0073, 0.2088, 2.1700, 0.0783, 19.6244
1804, 0.9015, 157.0073, 0.2234, 2.1612, 0.0804, 19.6239
1805, 0.9020, 155.8716, 0.2283, 2.1446, 0.0783, 19.6239
1806, 0.9025, 157.0073, 0.2210, 2.1568, 0.0682, 19.6238
1807, 0.9030, 157.0073, 0.2063, 2.1773, 0.0722, 19.6242
1808, 0.9035, 156.4394, 0.2234, 2.1554, 0.0905, 19.6238
1809, 0.9040, 155.8716, 0.2136, 2.1602, 0.0865, 19.6242
1810, 0.9045, 155.3038, 0.2088, 2.1505, 0.0946, 19.6246
1811, 0.9050, 154.7359, 0.2063, 2.1470, 0.0763, 19.6246
1812, 0.9055, 154.1681, 0.2112, 2.1617, 0.0641, 19.6250
1813, 0.9060, 154.7359, 0.1892, 2.1470, 0.0763, 19.6255
1814, 0.9065, 153.6002, 0.2039, 2.1651, 0.0560, 19.6251
1815, 0.9070, 154.1681, 0.2210, 2.1373, 0.0844, 19.6251
1816, 0.9075, 154.1681, 0.1892, 2.1348, 0.0865, 19.6247
1817, 0.9080, 153.6002, 0.2063, 2.2423, 0.1028, 19.6249
1818, 0.9085, 153.0324, 0.1770, 2.2428, 0.1129, 19.6249
1819, 0.9090, 151.8967, 0.1892, 2.2579, 0.0844, 19.6251
1820, 0.9095, 151.8967, 0.1746, 2.3649, 0.1170, 19.6249
1821, 0.9100, 151.8967, 0.1550, 2.3747, 0.1089, 19.6248
1822, 0.9105, 151.8967, 0.1624, 2.4084, 0.0967, 19.6248
1823, 0.9110, 150.7610, 0.1770, 2.5081, 0.1089, 19.6248
1824, 0.9115, 151.3289, 0.1624, 2.5208, 0.1089, 19.6248
1825, 0.9120, 151.3289, 0.1624, 2.5105, 0.1068, 19.6248
1826, 0.9125, 151.8967, 0.1624, 2.5320, 0.1048, 19.6244
1827, 0.9130, 151.8967, 0.1624, 2.5105, 0.1068, 19.6248
1828, 0.9135, 151.3289, 0.1550, 2.5032, 0.1129, 19.6248
1829, 0.9140, 149.0575, 0.1599, 2.4998, 0.1211, 19.6247
1830, 0.9145, 149.6254, 0.1624, 2.4797, 0.1272, 19.6248
1831, 0.9150, 147.9219, 0.1502, 2.4793, 0.1170, 19.6249
1832, 0.9155, 148.4897, 0.1453, 2.4993, 0.1109, 19.6253
1833, 0.9160, 147.9219, 0.1599, 2.4793, 0.1170, 19.6253
1834, 0.9165, 147.3540, 0.1526, 2.4793, 0.1170, 19.6253
1835, 0.9170, 146.7862, 0.1550, 2.4866, 0.1109, 19.6256
1836, 0.9175, 146.2183, 0.1526, 2.4968, 0.1129, 19.6253
1837, 0.9180, 147.3540, 0.1795, 2.5965, 0.1251, 19.6257
1838, 0.9185, 145.6505, 0.1648, 2.5941, 0.1272, 19.6260
1839, 0.9190, 146.7862, 0.1673, 2.6551, 0.0763, 19.6259
1840, 0.9195, 146.2183, 0.1721, 2.7528, 0.1272, 19.6259
1841, 0.9200, 145.6505, 0.1819, 2.7738, 0.0885, 19.6255
1842, 0.9205, 146.2183, 0.1868, 2.7626, 0.1190, 19.6251
1843, 0.9210, 145.0827, 0.1795, 2.8192, 0.0824, 19.6254
1844, 0.9215, 145.0827, 0.1819, 2.7309, 0.1455, 19.6251
1845, 0.9220, 143.3791, 0.1966, 2.7494, 0.1353, 19.6251
1846, 0.9225, 144.5148, 0.1892, 2.7357, 0.1414, 19.6254
1847, 0.9230, 142.2435, 0.2014, 2.7519, 0.1333, 19.6251
1848, 0.9235, 142.2435, 0.2112, 2.7538, 0.1211, 19.6251
1849, 0.9240, 142.2435, 0.1966, 2.7816, 0.1190, 19.6255
1850, 0.9245, 141.1078, 0.1990, 2.7641, 0.1231, 19.6255
1851, 0.9250, 142.2435, 0.2088, 2.7538, 0.1211, 19.6256
1852, 0.9255, 141.6756, 0.1941, 2.7562, 0.1190, 19.6252
1853, 0.9260, 139.4043, 0.1868, 2.7387, 0.1231, 19.6252
1854, 0.9265, 138.8364, 0.1941, 2.7455, 0.1333, 19.6256
1855, 0.9270, 139.9721, 0.1941, 2.7528, 0.1272, 19.6256
1856, 0.9275, 139.4043, 0.1868, 2.8872, 0.1211, 19.6263
1857, 0.9280, 137.1329, 0.1843, 2.8769, 0.1190, 19.6269
1858, 0.9285, 137.7008, 0.1721, 2.8671, 0.1272, 19.6276
1859, 0.9290, 136.5651, 0.1673, 2.9942, 0.1536, 19.6276
1860, 0.9295, 135.9973, 0.1673, 3.0186, 0.1333, 19.6276
1861, 0.9300, 136.5651, 0.1575, 3.0269, 0.1211, 19.6280
1862, 0.9305, 135.4294, 0.1550, 2.9780, 0.1618, 19.6283
1863, 0.9310, 135.9973, 0.1624, 3.1690, 0.1190, 19.6279
1864, 0.9315, 134.8616, 0.1550, 3.1266, 0.1597, 19.6283
1865, 0.9320, 133.7259, 0.1599, 3.1710, 0.1333, 19.6286
1866, 0.9325, 134.2937, 0.1502, 3.1563, 0.1455, 19.6286
1867, 0.9330, 133.7259, 0.1477, 3.1568, 0.1292, 19.6286
1868, 0.9335, 133.7259, 0.1209, 3.1290, 0.1577, 19.6289
1869, 0.9340, 132.5902, 0.1380, 3.1461, 0.1435, 19.6293
1870, 0.9345, 133.1581, 0.1550, 3.1471, 0.1373, 19.6296
1871, 0.9350, 134.8616, 0.1282, 3.1241, 0.1618, 19.6296
1872, 0.9355, 134.8616, 0.1453, 3.1422, 0.1414, 19.6300
1873, 0.9360, 134.8616, 0.1795, 3.1241, 0.1618, 19.6296
1874, 0.9365, 135.4294, 0.1502, 3.1554, 0.1251, 19.6295
1875, 0.9370, 135.9973, 0.1502, 3.1583, 0.1333, 19.6301
1876, 0.9375, 134.8616, 0.1990, 3.2555, 0.1475, 19.6306
1877, 0.9380, 134.8616, 0.1673, 3.2653, 0.1394, 19.6311
1878, 0.9385, 135.4294, 0.1673, 3.2580, 0.1455, 19.6311
1879, 0.9390, 134.2937, 0.1673, 3.2809, 0.1475, 19.6320
1880, 0.9395, 134.8616, 0.1795, 3.4050, 0.1658, 19.6322
1881, 0.9400, 134.8616, 0.1795, 3.3996, 0.1862, 19.6320
1882, 0.9405, 135.4294, 0.1819, 3.3718, 0.1882, 19.6324
1883, 0.9410, 136.5651, 0.1819, 3.4045, 0.1821, 19.6328
1884, 0.9415, 137.1329, 0.1892, 3.3669, 0.1923, 19.6332
1885, 0.9420, 135.9973, 0.2112, 3.3591, 0.1882, 19.6332
1886, 0.9425, 136.5651, 0.1770, 3.3493, 0.1964, 19.6332
1887, 0.9430, 135.9973, 0.2063, 3.3889, 0.1740, 19.6329
1888, 0.9435, 135.9973, 0.1966, 3.4138, 0.1638, 19.6330
